ID,Nume_Cantec,Artist,NumarAparitii,Avalable,Plays
2aPTvyE09vUCRwVvj0I8WK,Sundress,A$AP Rocky,1,1,81
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,1,1,81
5H4mXWKcicuLKDn4Jy0sK7,Time Flies,Drake,1,1,72
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,Travis Scott,1,1,78
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,1,1,83
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",1,1,81
2u7mxWSeoqTXndK5e08jMp,Nowadays (feat. Landon Cube),"Lil Skies, Landon Cube",1,1,61
6rz0dTA0PdhXImFV5EjM0w,Hide (feat. Seezyn),"Juice WRLD, Seezyn",1,1,72
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert, Oh Wonder",1,1,78
1wHZx0LgzFHyeIZkUydNXq,Antidote,Travis Scott,1,1,72
3FtYbEfBqAlGO46NUDQSAt,Electric Feel,MGMT,1,1,78
4jTiyLlOJVJj3mCr7yfPQD,This Could Be Us,Rae Sremmurd,1,1,74
527k23H0A4Q0UJN3vGs0Da,After Party,Don Toliver,1,1,72
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,1,1,25
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Sean Kingston,1,1,77
4dTaAiV9xFFCxnPur9c9yL,Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",1,1,65
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,Outkast,1,1,80
0Li1OuXXfi7950ilZUFGkF,Cardigan,Don Toliver,1,1,75
1a7WZZZH7LzyvorhpOJFTe,Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",1,1,77
5bJ1DrEM4hNCafcDd1oxHx,Self Care,Mac Miller,1,1,73
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",1,1,74
4IO2X2YoXoUMv0M2rwomLC,Long Time - Intro,Playboi Carti,1,1,73
0YAQnYt2oB8OdoaeqnHyTI,Tribe (with J. Cole),"Bas, J. Cole",1,1,60
0aMHIW1lqrulVCx0LLlr6a,Cocoa Butter Kisses,"Chance the Rapper, VIC MENSA, Twista",1,1,63
0uxSUdBrJy9Un0EYoBowng,20 Min,Lil Uzi Vert,1,1,81
5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,"Travis Scott, HVME",1,1,72
0Ns3nvzgfC6Yh3j5apV66n,Soundtrack 2 My Life,Kid Cudi,1,1,54
393MDhe62s8hbH8ETrlxe5,Mr. Rager,Kid Cudi,1,1,73
3f1ChZHm6v4KdUaEW5y5qd,Me and You,"Cold Hart, Lil Peep",1,1,60
0oufSLnKQDoBFX5mgkDCgR,Trust,Brent Faiyaz,1,1,75
0JJP0IS4w0fJx01EcrfkDe,"Dear Maria, Count Me In",All Time Low,1,1,75
1AdYZ6X00nXmO613Y7GJOl,I Miss You,blink-182,1,1,66
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,Nirvana,1,1,25
1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,Joji,1,1,14
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",1,1,72
2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",1,1,77
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,1,1,88
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,Travis Scott,1,1,71
0b6wdul3A5sQNpIOv03OxP,Ocean Drive,Duke Dumont,1,1,65
6XNANAB7sFvkfho6bMCp7o,Summertime In Paris,"Jaden, WILLOW",1,1,59
1OOtq8tRnDM8kG2gqUPjAj,Beat It,Michael Jackson,1,1,73
0MKGH8UMfCnq5w7nG06oM5,Come As You Are,Nirvana,1,1,21
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),Green Day,1,1,78
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,1,1,81
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,1,1,82
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,1,1,75
0KAiuUOrLTIkzkpfpn9jb9,Drive By,Train,1,1,79
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,1,1,76
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",1,1,85
6dFn6my1sHK2bcf23GlHwM,2009,Mac Miller,1,1,64
4RVbK6cV0VqWdpCDcx3hiT,Reborn,KIDS SEE GHOSTS,1,1,63
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",1,1,80
1hz7SRTGUNAtIQ46qiNv2p,"GONE, GONE / THANK YOU","Tyler, The Creator",1,1,76
6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,1,1,78
5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,Juice WRLD,1,1,78
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,1,1,76
2bjwRfXMk4uRgOD9IBYl9h,Portland,"Drake, Quavo, Travis Scott",1,1,67
3wwo0bJvDSorOpNfzEkfXx,Let Me Know (I Wonder Why Freestyle),Juice WRLD,1,1,79
5qGIfWDRdyO67LCTqA2sEn,Heads Will Roll - A-Trak Remix Radio Edit,"Yeah Yeah Yeahs, A-Trak",1,1,66
7MYX0Vu0uMjVLCiy804sdX,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",1,1,53
1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),"Metro Boomin, Gunna",1,1,77
2cX2coZS1PYBfPs8wgbdWE,More Than A Woman,Bee Gees,1,1,65
0a2Yk4ORO4MsGaJ4DI03qx,Whipski (feat. Lil Skies & Internet Money),"$NOT, Lil Skies, Internet Money",1,1,50
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",1,1,75
6JjEVlMkfHWMeYavkEYzNO,Gassed Up,Nebu Kiniza,1,1,63
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,1,1,80
51EC3I1nQXpec4gDk0mQyP,90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",1,1,78
2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",1,1,74
2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,1,1,77
7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,1,1,84
7MiZjKawmXTsTNePyTfPyL,Devil Eyes,Hippie Sabotage,1,1,74
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,1,1,83
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,"French Montana, Swae Lee",1,1,83
6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos",1,1,66
1DWZUa5Mzf2BwzpHtgbHPY,Good News,Mac Miller,1,1,68
3Zau3JcrZcBfw8aVjKGkSX,Amphetamine,Smino,1,1,56
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,1,1,73
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,1,1,78
6zeeWid2sgw4lap2jV61PZ,Better,Khalid,1,1,66
1vckdkjWhsLjv1MLKiWQ7p,Lolita Go Home,Jane Birkin,1,1,22
1Yh4lOCbcskjSfYPDnn7EW,Religion,Lana Del Rey,1,1,60
6XJGpirOP4Bgurcvkdanxb,American Beauty,Thomas Newman,1,1,59
2QcYeYUxi0Pq8TQfLkyV0i,Crying In the Chapel,Elvis Presley,1,1,22
3fLJ2zOGZD2wyYATCZnOJU,If You Go Away,Dusty Springfield,1,1,43
4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,Chet Baker,1,1,63
6JF5OEqj3bIEdoBTkHVACm,Young And Beautiful,Lana Del Rey,1,1,54
30ZrzK67a7FoDiBfDSlU1x,Nights on Broadway,Candi Staton,1,1,42
24mEsJJhJeManXMz28UkNR,If I Can't Have You,Bee Gees,1,1,55
5SzoFexynLVceTLggJTZZM,Blue Velvet,Lana Del Rey,1,1,52
3Hi4KlRtdgJbyIUpeFBckY,Lilac Wine,Nina Simone,1,1,47
0V5cvmTKsYmF5FmGGEAfmS,Je te laisserai des mots,Patrick Watson,1,1,24
6H1Kjxu2NlJCMxg0Pay0Rd,Total Control,The Motels,1,1,44
7dQKp25fu61q8xqxPBm17O,Shiny Stockings,"Ella Fitzgerald, Count Basie",1,1,23
5DTOOkooKFUvWj1XQTFa09,The End of the World,Skeeter Davis,1,1,64
1KuVEZR4xuQVNr1KkanAV4,The Other Woman,Lana Del Rey,1,1,72
48mONU4lF8eP3mt4ndMdsd,As Tears Go By,Nancy Sinatra,1,1,35
4smkJW6uzoHxGReZqqwHS5,I'll Be Seeing You,Billie Holiday,1,1,66
4PINSJIlBWsnVeveicq1S8,I'll Be Your Mirror,"The Velvet Underground, Nico",1,1,59
7gkboYtvhuXNS4EUwmFPcw,Feel Like Makin' Love,Roberta Flack,1,1,60
0iYtGebtnGzemwehimWusQ,Rock Your Baby,George McCrae,1,1,41
4krhCfJg0znykZoyjeMXRe,Chelsea Hotel #2,Leonard Cohen,1,1,54
27hhIs2fp6w06N5zx4Eaa5,Dream A Little Dream Of Me,The Mamas & The Papas,1,1,73
5PAv00YeaG08pWgLmHVi4p,You and I,Delegation,1,1,23
2GtbaovnGwV3oCDzmr9gey,Burning Desire,Lana Del Rey,1,1,44
2lvFDafGVCADo1B52u1G8T,Angel Eyes - Remastered,Frank Sinatra,1,1,15
3z5NBZcw0FwyoQEpQDtzVF,Structure And Discipline,Thomas Newman,1,1,26
2sFNBmXtMnrDeG4g3DwTMi,The Windmills Of Your Mind,The Ray Conniff Singers,1,1,28
1quput6F30wXk7Ym6XMPvS,Mexican Dream,Piero Piccioni,1,1,60
3PG7BAJG9WkmNOJOlc4uAo,Femme Fatale,"The Velvet Underground, Nico",1,1,63
1BZMMt9H0TheQGWQy44KmO,Only The Lonely - Remastered 1999,The Motels,1,1,50
366QpkppDb9f5TVamPSpgH,Highschool Lover,Air,1,1,56
052z2UsE2wPrHsBJ9tly0g,Playground Love,"Air, Gordon Tracks",1,1,65
6g5qyQrAcoBX4X7XjxBoTO,Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,1,1,63
1rHagM3ZYdJb0KgY3pLrIc,Time,Nancy Sinatra,1,1,20
7o9uu2GDtVDr9nsR7ZRN73,Time After Time,Cyndi Lauper,1,1,78
7CKz0xDkXuPdW3xEQ4NUS9,"One More Kiss, Dear",Vangelis,1,1,45
1StXVL5gClph4z4XzanYko,Lilac Wine,Jeff Buckley,1,1,59
4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,"Frank Sinatra, Nancy Sinatra",1,1,77
6B9SSmR5pQ8goIU8lCf7Lz,River of No Return,Marilyn Monroe,1,1,35
2y8Az6zkzWtLKjx4XzaxaJ,I Wanna Be Loved by You,Marilyn Monroe,1,1,48
269gHSDdfCQBLV1ylElDCb,When You're Smiling and Astride Me,Father John Misty,1,1,32
4JLcAU2xY90qTkTSNM1lUa,Bang Bang (My Baby Shot Me Down),Nancy Sinatra,1,1,61
7yzLtDS1hMURTHtXGdvKi0,You've Lost That Lovin' Feelin',"Nancy Sinatra, Lee Hazlewood",1,1,35
6Jv7kjGkhY2fT4yuBF3aTz,"Lover, You Should've Come Over",Jeff Buckley,1,1,74
3uCkIqD0VzQUijbs8WIizs,These Days,Nico,1,1,63
5P0tWr5JZqDoi5wq2OalFH,Je t'aime moi non plus,"Serge Gainsbourg, Jane Birkin",1,1,50
7sx41M0GEQPLMYt3FjCnSw,Harvest Moon,Jane Birkin,1,1,46
2Vp0ue7NNLHFF6RKSdOEuN,Candy Says,The Velvet Underground,1,1,55
55Wm3y6wUy5xS1thd0Zial,Floating,Julee Cruise,1,1,40
14CsqOaDkOkrZ49UJLtuOJ,"So Long, Marianne",Leonard Cohen,1,1,56
5SOfvpsZh4GSTCNysVh6hW,Buddy's Rendezvous,"Lana Del Rey, Father John Misty",1,1,45
6ZrPwpLPlKPhxZtNhmDu0j,"Put the Blame On Mame - Theme from ""Gilda"" Original Soundtrack",Rita Hayworth,1,1,12
6pyex9B1kBoRIuabBAc4m8,Jailhouse Rock,Elvis Presley,1,1,50
0JOw67rq2X6NDz5AJP9uIG,Hound Dog,Elvis Presley,1,1,47
3htVOUt4zoFthJhqtJMGTo,Blue Suede Shoes - Remastered,Elvis Presley,1,1,42
0sjxRg1VlYfx4YG7uxurrq,I Put A Spell On You,Nina Simone,1,1,68
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Nina Simone,1,1,73
1aqJ6bV6m3Y1b5iRsj1Vf0,The Other Woman,Nina Simone,1,1,35
0W78mVK0xVPpOD7oh4medH,Because,Elliott Smith,1,1,36
44pN9jfSqY3d3lrKuv3QeN,In Dreams,Roy Orbison,1,1,56
1QG8k3VDQFGryG9N24ijZ1,What Is a Youth,Joanna Wang,1,1,31
6t9EaQ8pwUdWWLMRpdQXEV,"Summer Kisses, Winter Tears",Elvis Presley,1,1,31
3DrlHWCoFqHQYGwE8MWsuv,Reach Out Of The Darkness,Friend & Lover,1,1,32
2UeoWbpdA13hZ7Cou88NP5,Jane B.,Jane Birkin,1,1,34
3xsOtNxtBW0oTI1OWKAzTm,Walk on By,Dionne Warwick,1,1,63
3MyQn1xBQwPtFJUUP7zB8s,Real Love Baby,Father John Misty,1,1,22
4sjycYDj539aqcvb2jjDnj,At the Hotel,Eunice Collins,1,1,34
1qwQ1P3FwFouG1zTIBkGXU,Anlamazdın,Ayla Dikmen,1,1,66
08unC8N1V1dEcqiyi06g6W,Dead of Night,Orville Peck,1,1,57
